'Elapsed time','i','ii','iii','avr','avl','avf','v1','v2','v3','v4','v5','v6','vx','vy','vz'
'0:08.995',0.448,0.706,0.259,-0.577,0.095,0.482,0.155,-0.044,0.417,0.145,-0.304,-0.170,-0.117,0.331,-0.169
'0:08.996',0.459,0.708,0.249,-0.584,0.105,0.478,0.147,-0.056,0.418,0.151,-0.301,-0.168,-0.117,0.329,-0.173
'0:08.997',0.452,0.697,0.245,-0.575,0.103,0.471,0.150,-0.052,0.424,0.153,-0.302,-0.173,-0.117,0.317,-0.172
'0:08.998',0.448,0.703,0.256,-0.576,0.096,0.479,0.166,-0.025,0.441,0.167,-0.290,-0.162,-0.113,0.328,-0.177
'0:08.999',0.448,0.706,0.259,-0.577,0.095,0.482,0.155,-0.033,0.442,0.172,-0.285,-0.160,-0.106,0.325,-0.177
'0:09.000',0.425,0.681,0.257,-0.553,0.084,0.469,0.155,-0.041,0.434,0.164,-0.297,-0.182,-0.120,0.323,-0.181
'0:09.001',0.433,0.686,0.253,-0.559,0.090,0.469,0.178,-0.021,0.451,0.176,-0.287,-0.175,-0.120,0.342,-0.191
'0:09.002',0.454,0.695,0.241,-0.574,0.106,0.468,0.170,-0.021,0.460,0.185,-0.279,-0.167,-0.108,0.324,-0.184
'0:09.003',0.458,0.701,0.243,-0.580,0.107,0.472,0.166,-0.021,0.463,0.189,-0.278,-0.166,-0.107,0.316,-0.190
'0:09.004',0.453,0.694,0.241,-0.573,0.106,0.468,0.176,-0.015,0.467,0.194,-0.274,-0.167,-0.110,0.309,-0.194
'0:09.005',0.440,0.685,0.246,-0.562,0.097,0.466,0.169,-0.019,0.469,0.198,-0.269,-0.157,-0.105,0.312,-0.194
'0:09.006',0.446,0.684,0.239,-0.565,0.103,0.462,0.181,-0.009,0.475,0.200,-0.267,-0.161,-0.103,0.313,-0.200
'0:09.007',0.461,0.683,0.223,-0.573,0.119,0.453,0.167,-0.015,0.474,0.199,-0.270,-0.176,-0.106,0.289,-0.198
'0:09.008',0.463,0.692,0.230,-0.578,0.116,0.461,0.172,-0.013,0.479,0.204,-0.265,-0.172,-0.105,0.288,-0.203
'0:09.009',0.470,0.709,0.239,-0.590,0.116,0.474,0.199,0.006,0.490,0.214,-0.259,-0.169,-0.108,0.306,-0.206
'0:09.010',0.475,0.718,0.243,-0.597,0.116,0.480,0.186,0.003,0.494,0.218,-0.254,-0.160,-0.102,0.320,-0.207
'0:09.011',0.477,0.716,0.239,-0.597,0.119,0.478,0.188,-0.002,0.493,0.218,-0.258,-0.158,-0.101,0.312,-0.209
'0:09.012',0.481,0.717,0.236,-0.599,0.122,0.477,0.178,-0.011,0.493,0.220,-0.258,-0.161,-0.099,0.318,-0.205
'0:09.013',0.469,0.702,0.234,-0.586,0.117,0.468,0.182,0.001,0.500,0.221,-0.256,-0.162,-0.093,0.325,-0.209
'0:09.014',0.468,0.697,0.229,-0.582,0.119,0.463,0.188,0.006,0.502,0.222,-0.256,-0.158,-0.087,0.329,-0.216
'0:09.015',0.471,0.699,0.228,-0.585,0.121,0.463,0.175,-0.003,0.499,0.220,-0.258,-0.157,-0.086,0.325,-0.215
'0:09.016',0.472,0.692,0.221,-0.582,0.126,0.457,0.171,-0.006,0.499,0.221,-0.259,-0.166,-0.091,0.305,-0.215
'0:09.017',0.455,0.684,0.230,-0.570,0.113,0.457,0.184,0.000,0.505,0.226,-0.255,-0.166,-0.089,0.317,-0.219
'0:09.018',0.442,0.684,0.243,-0.562,0.099,0.464,0.194,0.015,0.511,0.230,-0.255,-0.168,-0.096,0.316,-0.223
'0:09.019',0.430,0.677,0.247,-0.554,0.091,0.463,0.190,0.010,0.514,0.235,-0.252,-0.164,-0.100,0.314,-0.225
'0:09.020',0.446,0.688,0.242,-0.567,0.102,0.465,0.197,0.017,0.524,0.240,-0.246,-0.158,-0.096,0.312,-0.226
'0:09.021',0.478,0.702,0.224,-0.591,0.127,0.463,0.188,0.009,0.521,0.238,-0.244,-0.155,-0.087,0.295,-0.217
'0:09.022',0.468,0.697,0.229,-0.583,0.119,0.463,0.192,0.019,0.524,0.243,-0.240,-0.148,-0.077,0.314,-0.216
'0:09.023',0.459,0.701,0.243,-0.580,0.107,0.472,0.201,0.028,0.532,0.248,-0.236,-0.148,-0.080,0.326,-0.223
'0:09.024',0.452,0.690,0.238,-0.571,0.107,0.464,0.203,0.016,0.530,0.248,-0.234,-0.149,-0.076,0.305,-0.214
'0:09.025',0.456,0.683,0.228,-0.570,0.114,0.456,0.201,0.021,0.528,0.248,-0.231,-0.146,-0.074,0.302,-0.212
'0:09.026',0.464,0.687,0.224,-0.575,0.119,0.456,0.200,0.022,0.531,0.252,-0.227,-0.142,-0.078,0.308,-0.220
'0:09.027',0.467,0.692,0.226,-0.579,0.120,0.459,0.210,0.031,0.538,0.258,-0.220,-0.132,-0.070,0.301,-0.222
'0:09.028',0.470,0.693,0.224,-0.582,0.123,0.458,0.203,0.022,0.532,0.257,-0.222,-0.142,-0.071,0.299,-0.222
'0:09.029',0.462,0.688,0.227,-0.575,0.117,0.458,0.198,0.024,0.534,0.257,-0.222,-0.146,-0.075,0.307,-0.224
'0:09.030',0.460,0.689,0.229,-0.575,0.116,0.459,0.206,0.025,0.539,0.259,-0.221,-0.137,-0.074,0.313,-0.222
'0:09.031',0.461,0.684,0.224,-0.573,0.119,0.454,0.203,0.018,0.533,0.254,-0.229,-0.151,-0.087,0.308,-0.227
'0:09.032',0.472,0.700,0.228,-0.586,0.122,0.464,0.208,0.033,0.544,0.265,-0.218,-0.142,-0.084,0.303,-0.235
'0:09.033',0.480,0.706,0.226,-0.593,0.128,0.466,0.216,0.042,0.553,0.272,-0.209,-0.135,-0.079,0.300,-0.237
'0:09.034',0.468,0.691,0.224,-0.580,0.122,0.458,0.203,0.035,0.550,0.268,-0.211,-0.142,-0.081,0.311,-0.235
'0:09.035',0.471,0.694,0.224,-0.583,0.123,0.459,0.203,0.035,0.551,0.268,-0.211,-0.140,-0.076,0.306,-0.233
'0:09.036',0.473,0.695,0.222,-0.584,0.126,0.459,0.198,0.027,0.544,0.262,-0.222,-0.147,-0.075,0.293,-0.227
'0:09.037',0.466,0.688,0.223,-0.577,0.121,0.456,0.198,0.024,0.543,0.261,-0.224,-0.150,-0.075,0.303,-0.225
'0:09.038',0.471,0.690,0.219,-0.581,0.127,0.455,0.210,0.036,0.548,0.264,-0.222,-0.147,-0.073,0.304,-0.230
'0:09.039',0.463,0.681,0.219,-0.572,0.122,0.450,0.202,0.026,0.546,0.262,-0.223,-0.148,-0.070,0.299,-0.228
'0:09.040',0.458,0.681,0.224,-0.570,0.117,0.453,0.202,0.025,0.549,0.265,-0.217,-0.147,-0.072,0.306,-0.232
'0:09.041',0.458,0.677,0.220,-0.568,0.119,0.448,0.192,0.026,0.544,0.264,-0.220,-0.147,-0.074,0.309,-0.234
'0:09.042',0.456,0.669,0.214,-0.562,0.121,0.442,0.178,0.014,0.541,0.261,-0.225,-0.154,-0.072,0.302,-0.229
'0:09.043',0.461,0.683,0.224,-0.572,0.118,0.454,0.199,0.026,0.549,0.268,-0.215,-0.141,-0.068,0.308,-0.234
'0:09.044',0.441,0.671,0.231,-0.556,0.104,0.451,0.207,0.033,0.551,0.271,-0.213,-0.145,-0.077,0.311,-0.237
'0:09.045',0.454,0.679,0.227,-0.567,0.114,0.453,0.203,0.035,0.551,0.271,-0.215,-0.156,-0.087,0.311,-0.235
'0:09.046',0.470,0.699,0.229,-0.585,0.121,0.464,0.206,0.041,0.556,0.273,-0.211,-0.147,-0.080,0.311,-0.233
'0:09.047',0.461,0.708,0.246,-0.585,0.107,0.477,0.205,0.035,0.560,0.280,-0.205,-0.142,-0.087,0.328,-0.243
'0:09.048',0.464,0.702,0.238,-0.583,0.113,0.470,0.202,0.030,0.552,0.275,-0.210,-0.148,-0.087,0.310,-0.241
'0:09.049',0.467,0.692,0.225,-0.579,0.121,0.458,0.196,0.026,0.550,0.272,-0.214,-0.149,-0.064,0.294,-0.228
'0:09.050',0.478,0.705,0.227,-0.592,0.126,0.466,0.204,0.033,0.561,0.281,-0.204,-0.137,-0.060,0.320,-0.237
'0:09.051',0.475,0.705,0.230,-0.590,0.122,0.468,0.198,0.034,0.558,0.279,-0.206,-0.137,-0.067,0.319,-0.240
'0:09.052',0.470,0.702,0.232,-0.586,0.119,0.467,0.200,0.036,0.557,0.277,-0.209,-0.138,-0.066,0.316,-0.237
'0:09.053',0.475,0.695,0.221,-0.585,0.128,0.458,0.199,0.036,0.555,0.274,-0.215,-0.152,-0.075,0.306,-0.237
'0:09.054',0.472,0.694,0.222,-0.583,0.126,0.458,0.195,0.035,0.555,0.277,-0.212,-0.146,-0.072,0.315,-0.238
'0:09.055',0.469,0.693,0.226,-0.581,0.121,0.460,0.208,0.041,0.559,0.281,-0.206,-0.139,-0.068,0.311,-0.240
'0:09.056',0.473,0.696,0.223,-0.585,0.125,0.459,0.198,0.030,0.557,0.280,-0.204,-0.141,-0.066,0.300,-0.236
'0:09.057',0.487,0.692,0.204,-0.590,0.141,0.448,0.179,0.025,0.548,0.272,-0.208,-0.145,-0.060,0.305,-0.234
'0:09.058',0.474,0.692,0.217,-0.583,0.129,0.454,0.196,0.037,0.553,0.275,-0.207,-0.140,-0.063,0.305,-0.240
'0:09.059',0.461,0.699,0.239,-0.580,0.111,0.469,0.221,0.050,0.565,0.285,-0.199,-0.132,-0.061,0.311,-0.241
'0:09.060',0.452,0.689,0.238,-0.570,0.106,0.464,0.204,0.041,0.556,0.279,-0.206,-0.144,-0.070,0.315,-0.238
'0:09.061',0.452,0.689,0.237,-0.571,0.107,0.463,0.189,0.020,0.550,0.275,-0.209,-0.142,-0.069,0.307,-0.237
'0:09.062',0.459,0.691,0.233,-0.575,0.113,0.462,0.196,0.025,0.553,0.274,-0.212,-0.146,-0.070,0.310,-0.241
'0:09.063',0.454,0.691,0.238,-0.572,0.107,0.465,0.199,0.033,0.554,0.277,-0.211,-0.145,-0.068,0.317,-0.240
'0:09.064',0.465,0.697,0.233,-0.581,0.116,0.465,0.199,0.033,0.558,0.281,-0.206,-0.135,-0.058,0.317,-0.234
'0:09.065',0.468,0.698,0.230,-0.583,0.119,0.464,0.198,0.026,0.554,0.277,-0.210,-0.141,-0.063,0.319,-0.227
'0:09.066',0.460,0.688,0.229,-0.574,0.115,0.459,0.195,0.020,0.550,0.272,-0.213,-0.145,-0.068,0.301,-0.226
'0:09.067',0.446,0.683,0.238,-0.565,0.104,0.461,0.199,0.031,0.560,0.279,-0.209,-0.141,-0.066,0.311,-0.234
'0:09.068',0.464,0.702,0.238,-0.583,0.113,0.470,0.208,0.042,0.564,0.280,-0.208,-0.139,-0.066,0.321,-0.237
'0:09.069',0.482,0.710,0.229,-0.596,0.127,0.469,0.207,0.046,0.561,0.273,-0.214,-0.136,-0.068,0.303,-0.236
'0:09.070',0.476,0.704,0.229,-0.591,0.124,0.466,0.203,0.036,0.559,0.271,-0.216,-0.134,-0.067,0.301,-0.234
'0:09.071',0.479,0.699,0.220,-0.589,0.130,0.459,0.203,0.029,0.548,0.262,-0.224,-0.145,-0.070,0.306,-0.229
'0:09.072',0.472,0.695,0.224,-0.584,0.124,0.460,0.207,0.038,0.553,0.265,-0.222,-0.144,-0.077,0.317,-0.230
'0:09.073',0.485,0.712,0.227,-0.599,0.129,0.469,0.210,0.040,0.563,0.276,-0.212,-0.137,-0.082,0.317,-0.241
'0:09.074',0.478,0.699,0.221,-0.589,0.129,0.460,0.201,0.039,0.556,0.271,-0.215,-0.140,-0.073,0.299,-0.237
'0:09.075',0.452,0.669,0.219,-0.560,0.117,0.444,0.194,0.029,0.547,0.263,-0.221,-0.146,-0.066,0.298,-0.231
'0:09.076',0.471,0.680,0.209,-0.576,0.131,0.445,0.189,0.024,0.542,0.260,-0.225,-0.149,-0.068,0.311,-0.234
'0:09.077',0.469,0.682,0.214,-0.576,0.127,0.448,0.185,0.021,0.543,0.262,-0.223,-0.147,-0.066,0.310,-0.233
'0:09.078',0.467,0.685,0.218,-0.576,0.124,0.452,0.183,0.013,0.543,0.263,-0.221,-0.144,-0.064,0.306,-0.230
'0:09.079',0.488,0.698,0.209,-0.593,0.140,0.454,0.197,0.033,0.547,0.265,-0.218,-0.137,-0.058,0.310,-0.232
'0:09.080',0.480,0.699,0.220,-0.590,0.130,0.460,0.202,0.036,0.552,0.271,-0.211,-0.132,-0.060,0.316,-0.235
'0:09.081',0.472,0.697,0.226,-0.585,0.123,0.462,0.192,0.036,0.556,0.275,-0.205,-0.126,-0.059,0.301,-0.233
'0:09.082',0.476,0.698,0.223,-0.587,0.127,0.460,0.191,0.034,0.552,0.273,-0.208,-0.126,-0.056,0.312,-0.234
'0:09.083',0.477,0.703,0.226,-0.591,0.126,0.465,0.203,0.034,0.550,0.271,-0.214,-0.141,-0.069,0.331,-0.245
'0:09.084',0.472,0.695,0.223,-0.584,0.125,0.459,0.206,0.035,0.553,0.273,-0.215,-0.145,-0.070,0.297,-0.240
'0:09.085',0.471,0.691,0.220,-0.581,0.126,0.455,0.178,0.023,0.549,0.269,-0.215,-0.137,-0.059,0.284,-0.228
'0:09.086',0.478,0.696,0.218,-0.588,0.130,0.458,0.193,0.035,0.559,0.277,-0.209,-0.134,-0.060,0.298,-0.235
'0:09.087',0.474,0.695,0.221,-0.585,0.127,0.458,0.218,0.039,0.559,0.276,-0.210,-0.133,-0.058,0.304,-0.234
'0:09.088',0.468,0.692,0.225,-0.580,0.121,0.458,0.196,0.020,0.548,0.266,-0.217,-0.136,-0.061,0.319,-0.230
'0:09.089',0.474,0.694,0.221,-0.584,0.127,0.458,0.186,0.022,0.547,0.266,-0.220,-0.140,-0.063,0.326,-0.230
'0:09.090',0.479,0.696,0.217,-0.588,0.131,0.457,0.198,0.029,0.549,0.267,-0.214,-0.137,-0.060,0.318,-0.229
'0:09.091',0.483,0.706,0.224,-0.594,0.130,0.465,0.188,0.021,0.554,0.274,-0.207,-0.134,-0.061,0.315,-0.230
'0:09.092',0.470,0.706,0.236,-0.588,0.117,0.470,0.192,0.026,0.556,0.278,-0.200,-0.129,-0.055,0.317,-0.230
'0:09.093',0.469,0.699,0.232,-0.584,0.118,0.465,0.207,0.035,0.556,0.279,-0.197,-0.126,-0.058,0.322,-0.233
'0:09.094',0.484,0.700,0.216,-0.592,0.134,0.459,0.195,0.029,0.551,0.273,-0.204,-0.135,-0.063,0.324,-0.233
'0:09.095',0.483,0.704,0.221,-0.594,0.132,0.462,0.200,0.034,0.556,0.277,-0.198,-0.129,-0.062,0.315,-0.235
'0:09.096',0.469,0.697,0.228,-0.583,0.120,0.462,0.208,0.041,0.561,0.279,-0.197,-0.134,-0.061,0.319,-0.234
'0:09.097',0.463,0.690,0.228,-0.576,0.117,0.459,0.199,0.030,0.554,0.272,-0.203,-0.141,-0.067,0.314,-0.234
'0:09.098',0.465,0.692,0.228,-0.578,0.119,0.460,0.201,0.030,0.554,0.273,-0.201,-0.139,-0.069,0.307,-0.237
'0:09.099',0.461,0.683,0.223,-0.573,0.119,0.453,0.198,0.030,0.556,0.275,-0.196,-0.136,-0.071,0.302,-0.240
'0:09.100',0.471,0.696,0.225,-0.583,0.123,0.460,0.200,0.032,0.564,0.284,-0.188,-0.127,-0.083,0.304,-0.252
'0:09.101',0.475,0.691,0.216,-0.583,0.130,0.454,0.206,0.034,0.560,0.280,-0.193,-0.132,-0.062,0.300,-0.234
'0:09.102',0.469,0.679,0.211,-0.574,0.129,0.445,0.197,0.028,0.552,0.269,-0.201,-0.133,-0.044,0.297,-0.223
'0:09.103',0.471,0.689,0.218,-0.580,0.127,0.454,0.199,0.028,0.556,0.271,-0.202,-0.132,-0.060,0.315,-0.234
'0:09.104',0.477,0.688,0.211,-0.583,0.133,0.450,0.204,0.029,0.557,0.271,-0.201,-0.128,-0.058,0.302,-0.226
'0:09.105',0.486,0.694,0.208,-0.590,0.139,0.451,0.199,0.022,0.553,0.270,-0.199,-0.118,-0.048,0.298,-0.225
'0:09.106',0.482,0.690,0.208,-0.586,0.137,0.449,0.198,0.020,0.546,0.266,-0.203,-0.126,-0.050,0.301,-0.230
'0:09.107',0.485,0.693,0.208,-0.589,0.139,0.450,0.203,0.031,0.546,0.262,-0.211,-0.140,-0.062,0.300,-0.230
'0:09.108',0.489,0.701,0.212,-0.595,0.139,0.457,0.195,0.025,0.547,0.261,-0.211,-0.140,-0.064,0.314,-0.228
'0:09.109',0.486,0.700,0.214,-0.593,0.136,0.457,0.197,0.032,0.546,0.261,-0.212,-0.140,-0.056,0.313,-0.222
'0:09.110',0.488,0.710,0.222,-0.599,0.134,0.466,0.207,0.040,0.551,0.266,-0.210,-0.140,-0.060,0.310,-0.226
'0:09.111',0.477,0.707,0.231,-0.592,0.123,0.469,0.195,0.018,0.547,0.266,-0.209,-0.139,-0.061,0.311,-0.226
'0:09.112',0.468,0.694,0.227,-0.581,0.121,0.460,0.196,0.021,0.544,0.264,-0.213,-0.140,-0.060,0.314,-0.225
'0:09.113',0.469,0.690,0.222,-0.580,0.123,0.456,0.206,0.036,0.548,0.266,-0.208,-0.134,-0.062,0.322,-0.235
'0:09.114',0.475,0.690,0.215,-0.583,0.130,0.453,0.199,0.025,0.540,0.259,-0.215,-0.142,-0.059,0.307,-0.225
'0:09.115',0.481,0.698,0.217,-0.590,0.132,0.458,0.197,0.030,0.545,0.264,-0.210,-0.133,-0.055,0.299,-0.221
'0:09.116',0.478,0.703,0.224,-0.591,0.128,0.464,0.196,0.030,0.552,0.267,-0.205,-0.127,-0.069,0.307,-0.234
'0:09.117',0.461,0.685,0.225,-0.573,0.118,0.455,0.196,0.026,0.546,0.261,-0.214,-0.141,-0.066,0.306,-0.226
'0:09.118',0.458,0.670,0.212,-0.564,0.123,0.441,0.193,0.025,0.542,0.260,-0.218,-0.143,-0.051,0.316,-0.219
'0:09.119',0.476,0.675,0.200,-0.576,0.138,0.438,0.188,0.018,0.542,0.260,-0.221,-0.140,-0.058,0.307,-0.226
'0:09.120',0.479,0.688,0.209,-0.584,0.135,0.449,0.192,0.022,0.546,0.264,-0.214,-0.135,-0.061,0.298,-0.230
'0:09.121',0.479,0.694,0.215,-0.587,0.133,0.455,0.194,0.024,0.549,0.267,-0.209,-0.134,-0.062,0.291,-0.228
'0:09.122',0.475,0.694,0.219,-0.585,0.128,0.457,0.204,0.030,0.550,0.268,-0.206,-0.134,-0.060,0.301,-0.226
'0:09.123',0.484,0.697,0.213,-0.591,0.135,0.456,0.200,0.025,0.545,0.265,-0.208,-0.141,-0.068,0.307,-0.232
'0:09.124',0.487,0.701,0.213,-0.594,0.137,0.458,0.200,0.030,0.554,0.271,-0.201,-0.130,-0.064,0.307,-0.234
'0:09.125',0.468,0.686,0.219,-0.577,0.124,0.453,0.192,0.022,0.547,0.265,-0.207,-0.129,-0.056,0.315,-0.226
'0:09.126',0.470,0.696,0.226,-0.583,0.122,0.461,0.197,0.022,0.545,0.261,-0.214,-0.141,-0.070,0.304,-0.228
'0:09.127',0.466,0.700,0.234,-0.583,0.116,0.467,0.198,0.021,0.545,0.261,-0.216,-0.146,-0.077,0.306,-0.226
'0:09.128',0.468,0.689,0.222,-0.579,0.123,0.456,0.192,0.007,0.538,0.255,-0.225,-0.153,-0.076,0.301,-0.220
'0:09.129',0.501,0.721,0.220,-0.611,0.141,0.470,0.198,0.029,0.551,0.269,-0.208,-0.139,-0.061,0.299,-0.221
'0:09.130',0.500,0.720,0.220,-0.610,0.140,0.470,0.178,0.013,0.548,0.268,-0.207,-0.137,-0.057,0.297,-0.219
'0:09.131',0.467,0.696,0.230,-0.582,0.118,0.463,0.194,0.017,0.545,0.265,-0.212,-0.141,-0.060,0.308,-0.227
'0:09.132',0.461,0.689,0.228,-0.575,0.116,0.458,0.193,0.021,0.541,0.262,-0.215,-0.145,-0.057,0.307,-0.219
'0:09.133',0.476,0.691,0.215,-0.584,0.131,0.453,0.184,0.019,0.537,0.258,-0.217,-0.147,-0.059,0.297,-0.218
'0:09.134',0.485,0.711,0.226,-0.598,0.130,0.468,0.179,0.011,0.542,0.263,-0.209,-0.138,-0.052,0.298,-0.227
'0:09.135',0.482,0.705,0.224,-0.594,0.130,0.464,0.189,0.018,0.545,0.267,-0.206,-0.139,-0.054,0.288,-0.226
'0:09.136',0.466,0.693,0.227,-0.579,0.119,0.460,0.193,0.019,0.543,0.267,-0.206,-0.140,-0.059,0.292,-0.227
'0:09.137',0.473,0.695,0.222,-0.584,0.126,0.458,0.186,0.016,0.542,0.264,-0.208,-0.142,-0.057,0.301,-0.227
'0:09.138',0.478,0.696,0.218,-0.588,0.131,0.457,0.193,0.019,0.539,0.262,-0.209,-0.149,-0.062,0.305,-0.229
'0:09.139',0.479,0.700,0.222,-0.590,0.129,0.461,0.159,-0.030,0.528,0.258,-0.210,-0.140,-0.054,0.287,-0.217
'0:09.140',0.473,0.687,0.214,-0.581,0.130,0.451,0.176,0.009,0.539,0.261,-0.210,-0.141,-0.051,0.309,-0.217
'0:09.141',0.453,0.680,0.228,-0.567,0.113,0.454,0.197,0.037,0.544,0.265,-0.206,-0.139,-0.056,0.332,-0.231
'0:09.142',0.472,0.690,0.219,-0.581,0.127,0.455,0.190,0.017,0.539,0.260,-0.210,-0.132,-0.057,0.311,-0.228
'0:09.143',0.474,0.684,0.210,-0.580,0.133,0.447,0.193,0.018,0.538,0.256,-0.218,-0.150,-0.067,0.296,-0.220
'0:09.144',0.474,0.690,0.215,-0.582,0.130,0.453,0.187,0.013,0.540,0.261,-0.214,-0.140,-0.064,0.293,-0.217
'0:09.145',0.469,0.691,0.222,-0.580,0.124,0.456,0.195,0.019,0.542,0.260,-0.213,-0.136,-0.064,0.307,-0.218
'0:09.146',0.466,0.680,0.214,-0.573,0.126,0.447,0.191,0.017,0.536,0.253,-0.220,-0.143,-0.062,0.304,-0.216
'0:09.147',0.476,0.681,0.206,-0.579,0.135,0.444,0.188,0.019,0.536,0.253,-0.221,-0.144,-0.060,0.301,-0.213
'0:09.148',0.459,0.671,0.213,-0.565,0.122,0.443,0.180,0.001,0.528,0.248,-0.227,-0.154,-0.071,0.302,-0.216
'0:09.149',0.469,0.678,0.210,-0.574,0.130,0.444,0.171,0.000,0.529,0.250,-0.226,-0.145,-0.065,0.302,-0.217
'0:09.150',0.475,0.692,0.217,-0.584,0.129,0.455,0.196,0.023,0.541,0.259,-0.218,-0.139,-0.060,0.302,-0.217
'0:09.151',0.480,0.692,0.212,-0.586,0.134,0.452,0.184,0.013,0.533,0.252,-0.226,-0.142,-0.061,0.291,-0.217
'0:09.152',0.473,0.678,0.205,-0.576,0.134,0.442,0.183,0.018,0.531,0.249,-0.231,-0.146,-0.062,0.292,-0.215
'0:09.153',0.461,0.669,0.209,-0.565,0.126,0.440,0.203,0.021,0.535,0.253,-0.228,-0.146,-0.066,0.297,-0.221
'0:09.154',0.474,0.686,0.212,-0.581,0.131,0.450,0.181,0.011,0.532,0.251,-0.227,-0.142,-0.065,0.298,-0.223
'0:09.155',0.470,0.688,0.218,-0.579,0.126,0.453,0.194,0.019,0.534,0.254,-0.225,-0.142,-0.073,0.309,-0.226
'0:09.156',0.474,0.685,0.212,-0.580,0.131,0.449,0.198,0.025,0.537,0.256,-0.224,-0.142,-0.072,0.305,-0.222
'0:09.157',0.472,0.688,0.216,-0.581,0.129,0.452,0.186,0.018,0.531,0.252,-0.227,-0.141,-0.061,0.295,-0.215
'0:09.158',0.473,0.691,0.218,-0.582,0.128,0.454,0.196,0.021,0.532,0.251,-0.226,-0.141,-0.059,0.304,-0.219
'0:09.159',0.476,0.685,0.209,-0.581,0.134,0.447,0.175,0.000,0.528,0.249,-0.227,-0.145,-0.061,0.295,-0.218
'0:09.160',0.469,0.674,0.205,-0.572,0.132,0.440,0.164,-0.018,0.518,0.244,-0.234,-0.152,-0.066,0.283,-0.214
'0:09.161',0.475,0.679,0.205,-0.578,0.135,0.442,0.183,0.009,0.528,0.251,-0.229,-0.148,-0.067,0.301,-0.223
'0:09.162',0.479,0.685,0.206,-0.583,0.137,0.446,0.205,0.033,0.540,0.261,-0.220,-0.141,-0.064,0.303,-0.230
'0:09.163',0.464,0.669,0.206,-0.567,0.129,0.438,0.198,0.021,0.528,0.253,-0.228,-0.147,-0.067,0.285,-0.223
'0:09.164',0.463,0.661,0.199,-0.562,0.132,0.430,0.180,-0.003,0.522,0.249,-0.226,-0.141,-0.064,0.284,-0.220
'0:09.165',0.496,0.682,0.186,-0.590,0.155,0.434,0.181,0.006,0.526,0.254,-0.221,-0.138,-0.062,0.299,-0.221
'0:09.166',0.484,0.685,0.201,-0.585,0.142,0.444,0.186,0.016,0.525,0.256,-0.223,-0.139,-0.067,0.297,-0.221
'0:09.167',0.473,0.682,0.209,-0.578,0.132,0.446,0.195,0.018,0.526,0.257,-0.222,-0.136,-0.063,0.291,-0.221
'0:09.168',0.491,0.689,0.198,-0.590,0.147,0.443,0.172,0.004,0.518,0.250,-0.225,-0.139,-0.059,0.292,-0.216
'0:09.169',0.479,0.698,0.219,-0.588,0.130,0.458,0.184,0.009,0.526,0.257,-0.220,-0.143,-0.077,0.295,-0.230
'0:09.170',0.465,0.679,0.214,-0.572,0.125,0.447,0.189,0.006,0.519,0.250,-0.228,-0.155,-0.075,0.285,-0.225
'0:09.171',0.477,0.685,0.208,-0.582,0.135,0.447,0.176,0.003,0.521,0.256,-0.223,-0.148,-0.062,0.285,-0.224
'0:09.172',0.486,0.701,0.214,-0.594,0.136,0.458,0.194,0.024,0.534,0.268,-0.212,-0.142,-0.067,0.299,-0.231
'0:09.173',0.475,0.679,0.205,-0.578,0.135,0.443,0.177,0.011,0.524,0.258,-0.223,-0.146,-0.065,0.294,-0.221
'0:09.174',0.466,0.681,0.216,-0.574,0.124,0.449,0.186,0.012,0.527,0.259,-0.223,-0.150,-0.066,0.305,-0.226
'0:09.175',0.451,0.672,0.222,-0.561,0.115,0.447,0.182,0.011,0.523,0.252,-0.228,-0.159,-0.070,0.313,-0.218
'0:09.176',0.456,0.673,0.217,-0.565,0.119,0.445,0.180,0.007,0.521,0.255,-0.225,-0.157,-0.074,0.297,-0.223
'0:09.177',0.486,0.687,0.201,-0.587,0.143,0.444,0.187,0.002,0.523,0.258,-0.222,-0.149,-0.060,0.287,-0.220
'0:09.178',0.494,0.692,0.199,-0.593,0.147,0.445,0.182,0.006,0.522,0.257,-0.222,-0.144,-0.052,0.308,-0.216
'0:09.179',0.472,0.691,0.218,-0.582,0.127,0.455,0.188,0.021,0.526,0.260,-0.220,-0.145,-0.064,0.305,-0.224
'0:09.180',0.477,0.695,0.217,-0.586,0.130,0.456,0.178,0.011,0.526,0.257,-0.224,-0.145,-0.061,0.295,-0.221
'0:09.181',0.489,0.702,0.213,-0.595,0.138,0.457,0.194,0.015,0.531,0.259,-0.221,-0.141,-0.061,0.308,-0.229
'0:09.182',0.475,0.691,0.216,-0.583,0.130,0.454,0.193,0.017,0.527,0.253,-0.226,-0.146,-0.066,0.298,-0.225
'0:09.183',0.468,0.684,0.217,-0.576,0.126,0.451,0.186,0.014,0.523,0.249,-0.230,-0.145,-0.066,0.301,-0.221
'0:09.184',0.472,0.679,0.207,-0.576,0.133,0.444,0.202,0.022,0.526,0.251,-0.229,-0.145,-0.080,0.297,-0.226
'0:09.185',0.471,0.676,0.205,-0.574,0.133,0.441,0.188,0.013,0.523,0.248,-0.229,-0.146,-0.066,0.288,-0.218
'0:09.186',0.477,0.675,0.198,-0.576,0.140,0.436,0.191,0.013,0.518,0.246,-0.230,-0.148,-0.052,0.291,-0.211
'0:09.187',0.505,0.691,0.186,-0.598,0.160,0.439,0.178,0.015,0.523,0.251,-0.227,-0.149,-0.067,0.291,-0.224
